Assembly_ID,Accession_Name,Accession_ID,Accession_alias,Original_Assembly_ID,Version,QC_pipeline,Final_assembly,TMP_comments,CSnumber,Latitude,Longitude,Altitude,Gaps,Sum,Largest,Pangenome_reference,Primary_Sequencing_Technology,Assembler,Individual_or_pool,Latest_released_Year,Published,Publication_First_author,Publication_year,Publication_Journal,Publication_DOI,Publication_URL,Best_unique_assembly
100225,St-0,8387,,100225.0,1.0,,False,,,,,,68.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.33,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100226,Stw-0,7347,,,1.0,,,,,,,,17.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.34,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100227,Tanz-1,100002,,100227.0,1.0,,False,,,,,,16.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.35,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100228,Taz-0,22003,,,1.0,,,,,,,,21.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.36,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100229,Ws-4,7398,,100229.0,1.0,,False,,,,,,12.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.37,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100230,Zin9,22112,,100230.0,1.0,,False,,,,,,17.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.38,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100231,Pyl-1,22113,,100231.0,1.0,,False,,,,,,14.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.39,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100232,Valsi-1,9969,,100232.0,1.0,,False,,,,,,11.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.40,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100233,Geg-14,9125,,,1.0,,,,,,,,15.0,,,yes,HiFi,hifiasm_v0.16.1_Canu_v2.1.41,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100234,Dog-4,9992,,100234.0,1.0,,False,,,,,,14.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.42,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100235,Nemrut-1,9993,,100235.0,1.0,,False,,,,,,12.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.43,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100236,Toufl-1,9940,,100236.0,1.0,,False,,,,,,6.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.44,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100237,Anz-0,9759,,100237.0,1.0,,False,,,,,,14.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.45,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100238,Areeiro-1,22006,Are-1,,1.0,,,,,,,,86.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100239,Areeiro-2,22114,Are-2,,1.0,,,,,,,,108.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100240,Areeiro-6,22115,Are-6,,1.0,,,,,,,,106.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100241,Areeiro-10,22116,Are-10,,1.0,,,,,,,,47.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100242,Bay-0,6899,,,1.0,,,,,,,,69.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100243,Bla-1,7015,,,1.0,,,,,,,,49.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100244,Blh-1,7034,,,1.0,,,,,,,,64.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100245,Bur-0,7058,,,1.0,,,,,,,,63.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100246,Cant-1,9194,,,1.0,,,,,,,,171.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100247,Can-0,7063,,,1.0,,False,,,,,,68.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100248,Col-0,6909,,,1.0,,False,,,,,,52.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100249,Ct-1,7067,,,1.0,,,,,,,,95.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100250,Cvi-0,6911,,,1.0,,,,,,,,67.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100251,Ge-0,8297,,,1.0,,,,,,,,60.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100252,Ita-0,7173,,,1.0,,,,,,,,97.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100253,JEA,91,,,1.0,,,,,,,,49.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100254,Kz-9,6931,,,1.0,,,,,,,,67.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100255,Nok-1,7270,,,1.0,,,,,,,,85.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100256,Oy-0,7288,,,1.0,,,,,,,,78.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100257,Ri-0,7317,,,1.0,,,,,,,,40.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100258,Shahdara,6962,,,1.0,,,,,,,,104.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100259,Shigu-2,9959,,,1.0,,,,,,,,71.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100260,Tsu-0,7373,,,1.0,,,,,,,,55.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100261,Yo-0,7416,,,1.0,,,,,,,,67.0,,,no,ONT,Flye_v2.7,Pool???,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100262,Istisu-1,10012,,100262.0,1.0,,False,,,,,,15.0,,,no,HiFi,hifiasm_v0.18,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100263,Lu-1,8334,,100263.0,1.0,,False,,,,,,12.0,,,no,HiFi,hifiasm_v0.18,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100264,Pa-1,8353,,100264.0,1.0,,False,,,,,,24.0,,,no,HiFi,hifiasm_v0.18,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
100265,KBS-Mac-74,1741,,,1.0,,,,CS78969,,,,11.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100266,Fly2-2,6024,,100034.0,2.0,,There is a HiFi from Tom,,CS76864,,,,12.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100267,Nyl-7,6069,,,1.0,,,,CS77137,,,,9.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100268,T690,6124,,,1.0,,,,CS77309,,,,12.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100269,TRÄ 01,6244,,,1.0,,,,CS77384,,,,11.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100270,Col-0,6909,,,1.0,,False,,CS76778,,,,11.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100271,Sq-1,6966,,,1.0,,,,CS77266,,,,13.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100272,HSm,8236,,,1.0,,,,CS76941,,,,10.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100273,Lerik1-4,9075,,,1.0,,,,CS77023,,,,23.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100274,IP-Cum-1,9537,,,1.0,,,,CS76787,,,,15.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100275,IP-Gra-0,9543,,,1.0,,,,CS76886,,,,10.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100276,Noveg-3,9638,,,1.0,,,,CS77133,,,,12.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100277,Stiav-1,9728,,,1.0,,,,CS77279,,,,19.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100278,Qar-8a,9764,,,1.0,,,,CS76581,,,,12.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100279,IP-Pva-1,9888,,,1.0,,,,CS77197,,,,10.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100280,IP-Ven-0,9905,,,1.0,,,,CS78840,,,,13.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100281,Angit-1,9981,,,1.0,,,,CS76366,,,,8.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100282,TueWa1-2,10002,,,1.0,,,,CS76405,,,,7.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100283,Shahdara,6962,,,1.0,,,,CS929,,,,10.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100284,Tnz-1,10024,,,1.0,,FALSE; different Name/ID,,CS77369,,,,17.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100285,85-3,22001,,,1.0,,,,,,,,12.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100286,85-3,22001,,,2.0,,,,,,,,12.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100287,35-1,22002,,,1.0,,,,,,,,13.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100288,Taz-0,22003,,,1.0,,,,CS799913,,,,9.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100289,Elh-2,22004,,,1.0,,False,,CS799925,,,,9.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100290,Rabacal-1,22005,,,1.0,,False,,CS2107642,,,,10.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100291,Areeiro-1,22006,,,1.0,,,,635AV,,,,13.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100292,ET-86.4,22007,,,1.0,,,,,,,,11.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100293,Pent-46,2212,,,1.0,,,,,,,,7.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,yes,Tao,2024.0,GenomeBiol,10.1186/s13059-024-03388-3,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03388-3,
100294,LI-EF-011,685,,100294.0,1.0,,,,,,,,4.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,yes,Tao,2024.0,GenomeBiol,10.1186/s13059-024-03388-3,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03388-3,
100295,14INRCT07,22117,,,1.0,,,,,,,,5.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,yes,Tao,2024.0,GenomeBiol,10.1186/s13059-024-03388-3,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03388-3,
100296,LI-EF-018,687,,,1.0,,,,,,,,13.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Tao,,unpublished,,,
100297,KEN,7475,,,1.0,,,,,,,,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Tao,,unpublished,,,
100298,15INRCT09,22118,,,1.0,,,,,,,,7.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Tao,,unpublished,,,
100299,MAR2-3,159,,100299.0,1.0,,False,,,,,,14.0,,,no,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100300,Ei-2,6915,,,1.0,,,,,,,,15.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100301,Ler-1,6932,,100301.0,1.0,,False,,,,,,5.0,,,no,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100302,Nok-3,6945,,,1.0,,,,,,,,11.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100303,Aa-0,7000,,,1.0,,,,,,,,12.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100304,Baa-1,7002,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100305,Bs-1,7003,,,1.0,,,,,,,,7.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100306,Bl-1,7025,,,1.0,,,,,,,,7.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100307,Com-1,7092,,,1.0,,,,,,,,5.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100308,Pi-0,7298,,100308.0,1.0,,False,,,,,,17.0,,,no,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100309,Sten-0,7346,,,1.0,,,,,,,,8.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100310,Tscha-1,7372,,,1.0,,,,,,,,13.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100311,Tsu-0,7373,,,1.0,,,,,,,,4.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100312,Uk-1,7378,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100313,Est,7127,,,1.0,,,,,,,,8.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100314,Tsu-0,7373,,,2.0,,,,,,,,4.0,,,yes,HiFi,hifiasm_v0.19.2,Pool???,2024.0,no,Movilli,,unpublished,,,
100315,Kondara,6929,,,1.0,,,,CS76532,,,,17.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2024.0,no,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100316,Lag1-6,9104,,,1.0,,,,CS77001,,,,14.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2024.0,no,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100317,IP-Sac-0,9578,,,1.0,,,,CS77229,,,,14.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2024.0,no,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100318,T850,6137,,,1.0,,,,CS77320,,,,19.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2024.0,no,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100319,IP-Per-0,9879,,100319.0,1.0,,False,,CS77169,,,,29.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2023.0,yes,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100320,IP-Moa-0,9557,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Lucke,,unpublished,,,
100321,Tü-NK-12,9811,,,,,,Not avaiable,CS77395 ,,,,,,,no,HiFi,,,,,Schwab,,unpublished,,,
100322,PA2338,22119,,,,,,Not avaiable,,,,,,,,no,HiFi,,,,,Schwab,,unpublished,,,
100323,Col-0,6909,MA32-59,,1.0,,False,,,,,,7.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100324,Col-0,6909,MA32-69,,1.0,,False,,,,,,8.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100325,Col-0,6909,MA32-89,,1.0,,False,,,,,,7.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100326,Col-0,6909,MA32-119,,1.0,,False,,,,,,6.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100327,Jm-0,8313,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,yes,Gorringe,2025.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2025.01.04.631303v1,
100328,Jl-3,7424,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100329,Ha-P-13,9786,,,1.0,,,,CS76901,,,,7.0,,,yes,HiFi,hifiasm_v0.16.1_Canu_v2.1.39,Individual,2024.0,yes,Rabanal,,unpublished,,,
100330,Ale-Stenar-64-24,1002,,,1.0,,,,,,,,11.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100331,TRÄ 01,6244,,,,,,,,,,,3.0,,,yes,HiFi,hifiasm_v0.24.0,Individual,,no,Rabanal,,unpublished,,,
100332,2024-05-15 00:00:00,22120,,,1.0,,,,,,,,43.0,,,no,CLR,Canu_v1.4,Did_not_say,2024.0,yes,Jiang,2024.0,PlantCell,10.1093/plcell/koad296,https://academic.oup.com/plcell/article-abstract/36/4/840/7456361?redirectedFrom=fulltext&login=false,
100333,Aitba-2,9939,,,1.0,,,,CS76347,31.48,-7.45,,43.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100334,Baa-1,7002,,,1.0,,,,CS76442,51.3333,6.1,,42.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100335,Con-0,9837,,,1.0,,,,CS76780,37.94,-5.6,,1.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100336,DraIV 6-22,5993,,,1.0,,,,CS76823,49.4112,16.2815,,30.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100337,Moj-0,9869,,,1.0,,,,CS77105,36.76,-5.28,,5.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100338,Mt-0,6939,,,1.0,,False,,CS1380,32.34,22.46,,13.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100339,Ped-0,9947,,,1.0,,,,CS76415,40.74,-3.9,,46.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100340,Yeg-8,9134,,,1.0,,,,CS78868,39.8692,45.3622,,4.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100341,Anz-0,9759,,,1.0,,,,CS76439,37.47,49.47,,13.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100342,BÃ5-1,8259,,,1.0,,,,CS76678,56.4,2024-09-12 00:00:00,,12.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100343,Cvi-0,6911,,,1.0,,,,CS76789,15.1111,-23.6167,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100344,Dolna-1-10,9700,,,1.0,,,,CS76803,42.32,2024-01-23 00:00:00,,9.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100345,Eden-1,6009,,,1.0,,,,CS76826,62.877,18.177,,19.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100346,En-D,7120,,,1.0,,,,CS76482,50.0,2024-05-08 00:00:00,,19.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100347,Esp1-11,9908,,,1.0,,,,CS76847,50.72,3.47,,10.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100348,Etna-2,9762,,,1.0,,,,CS76487,37.69,14.98,,20.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100349,IP-Vdm-0,9594,,,1.0,,,,CS78837,42.04,2024-01-01 00:00:00,,15.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,under review,Baduel,,under review,,,
100350,IP-Fun-0,9542,,,1.0,,,,CS76872,40.79,-4.05,,12.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100351,IP-Pal-0,9567,,,1.0,,,,CS77159,42.34,2024-03-01 00:00:00,,44.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100352,Kas-1,7183,,,1.0,,,,CS79018,35.0,77,,8.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100353,Lag2-4,9111,,,1.0,,,,CS77005,41.8296,46.2831,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
